text,label
yes thank speak team reinstate flight thank ^ey,0
captain behalf office welcome board hear laugh hard funnycaptain,0
great fare,0
awesome book vacatinn way want devalue mileage plus,0
thank room night thx helpful customer service rep thank u goodenoughmother,0
thank fly,0
,0
thank respond quickly helpful tool,0
thank take care right experience open app find flight change,0
exactly point fit premier access boarding group return ticket yrs,0
thank,0
favorite way travel thank,0
thank,0
priority,0
pleased premier,0
thank certainly look follow dm confirmation number assistance ^jh,0
thank listen definitely person line think absurd,0
ok submit thanks opportunity feedback,0
big thank ms. assist phone baggage claim issue go extra mile,0
soon article thanks ~tom,0
ok thank help,0
flight plane basically time,0
thank program comment system assign seat pair available change,0
ewr premiere desk help early flight work huge thank,0
help integrate activate surf,0
thank kindness agent go amp strand family home,0
look beauty dc,0
ok thx,0
great hear appreciate reply settle,0
counter agent deserve medal thankyou,0
thank call preboarding run,0
brilliant classed carryon,0
thank listen compliant right thing appreciate work,0
great ready home,0
wow answer customer service usairwaysfail,0
outsource customer love,0
thank need follow tho dm x,0
send thank,0
thank help pick bag aspen airport amp come flight,0
love help get airline connection thx,0
thank,0
thank update,0
confirm seat avert beers will miss,0
understood thank try reach soon,0
b agent amazing check suck,0
travel injure agent awesome help roadwarrior,0
thank,0
solve finally pick time call thank response dulle work,0
good customer experience twitter huge fan,0
love new st class breakfast,0
thank look get dm hear bag finally deliver thank,0
fly sdf atl tampa delta leave early arrive early helpful work,0
cool thank,0
like thank recognize go way flight,0
able send dm good,0
train staff treat customer refresh pleasure deal,0
agent example pleasure talk 😊,0
thank upgrade great way start week cc,0
impressed super fast reply,0
hi help awesome representative able take care thank,0
staff efficient get solution freak little limbo air,0
wanna grand staff,0
wanna ride airline love airplane,0
early frontrunner good airline oscar,0
work like charm bag wait carousel get baggage claim welldone goodflight friendlysky,0
thank help,0
flight let good memory,0
excellent reliable happycustomer,0
deliver thank make sure arrived doorstep,0
look reason travel quote,0
thank,0
sincerely thank pilot flight braving snow get home,0
thank wait tail number,0
bummer thank quick response,0
let know advance reboot yes thank attentiveness,0
want compliment ur phone agent sfo connect flight ewr cancel flightle,0
social medium team point,0
thank follow,0
terminal b travel assistance set great service thank,0
baggage handler totally impress lung barely run connect bag problem,0
thank time lounge feel welcome,0
cancel flight flight anytime night,0
thank update delay exact get atl 🙅 🙅 🙅,0
resolve hour work ground amp system reset takeoff appreciate quick response service,0
add early tweet daughter th bday present thank hard work make happen,0
guy name know customerservice able bag upgrade sure,0
wonderful job got wife daughter flight delay luggage,0
nope well seat raise hand get fast,0
look beauty 😉 dc- united airlines like beauty,0
lovely long day attendant /ua exceptional givethoseladiesraise,0
trust coat check bag,0
finally rep solve problem,0
thank gate agent extraordinaire helping book hopefully home,0
thank y ' amazing airline know treat customer guy rock,0
go kiosk able help thank follow,0
nope set thx checking,0
gate b destination agent amazing job face angry traveler kudos,0
fine automatically change connect flight miss work,0
thx response finally get min wait talk,0
thx dm'd conf mqxc amp mpwnc help appreciate,0
fly issue,0
great flight small plane smooth landing,0
thank passport recover,0
thank get couple minute ago great service flight btw pass team flight,0
agent service weekend trip amazing thank,0
need bag thank,0
get thank,0
probably dependable airline belong star alliance skyteam,0
helpfulness staff 👏 👏 👏 ✈ ️ def fly united,0
touch far nicely united 👍,0
comfortable wait luggage,0
thank,0
finally get helpful appreciate,0
thank effort early complaint refund lose business day tomorrow,0
thank,0
work thank immediate reply,0
airport take great care handle lose baggage seat change professional nice pat,0
thank leave year old row flight lax iad,0
thank,0
quick sorry hear follow dm detail transpire ^jh,0
thank,0
thank,0
thank,0
thank fly mess,0
thank person flight routing go,0
bag reference id number look,0
lady help luggage,0
meet agent take care thx reply,0
like,0
thank epic service pleasure- outstanding crew,0
life goal complete ✔ ️,0
send acknowledgment,0
thank appreciation help,0
relax space drink flight,0
great amp flattering story proud,0
seat,0
board cross air,0
thank upgrade- try company approve business class travel,0
skin tooth,0
thank excited work guy,0
happy upgrade st class,0
great pls let know u start,0
thank sure arrange early flight gate seat assignment agent gate c,0
thank explain,0
hour+ wait issue resolve contact customer service comment wait time thank contact,0
yes fix broken ramp thank,0
thank,0
kurt crew amazing son birthday kindness hope fly soon,0
fly observe gate flight crew commit good operation,0
thank,0
thank compensate lose bag fly,0
asked prom loudspeaker flight say yes best day thank u,0
appreciate,0
hmmm like change flyerfriendly,0
problem follow thank,0
flight amazing good flight kidding service incredible,0
upgrade class nice way fix early mistake thank,0
airport redeem guy get straighten,0
hi look like connection delay thank,0
cldnt happy w plastic wing pin give flight love amazing staff nice,0
thank reply well seat leg nice,0
thank take care mom reflight booking problems flight phl,0
ill check appreciate response regardless,0
phenomenal frm gate gate iad,0
thank hopefully easily resolve,0
thank,0
finally give let threaten send coach,0
give smile zero award computer sense humour,0
flight cancel flighted trip refunded difficulty staff extremely helpful complaint way handle bad weather,0
thank help,0
good thank,0
frustrating way relate y ' impressed,0
oh wi fi router fuselage,0
impress far app worth damn sms update flight,0
thank daughter th bd party w proj weather cond look promise assist early flt,0
kudos capt relay chief pilot email,0
good job tpa schedule inch snow,0
flyerfriendly unite emb elpaso,0
provide voucher customer tweet day long earnedmybusiness,0
stellar customer service earn business attention detail,0
service staff great usual smell bit satisfied traveler,0
hey upgrade hour international flight forgive thank,0
yes food add gluten free option,0
thank great flight gfc cheer,0
hold plane,0
ok send u appreciate help consideration 😊,0
nice early home,0
hope,0
sure thank help huge race try sure go smoothly peace,0
fill yes thank bringyourown,0
flight attendant extremely helpful woman hard time walk touch,0
dm send thank,0
customer service deserve raise give extra meal voucher good joke cheer flight delay,0
thank,0
thank take care call,0
awesome thank help,0
keep watch safety video time forever job 👍,0
thank office help switch cancel flight flight,0
thank help birthday trip confirm,0
thank,0
great landing start fall everglades faint sunburn away come cold,0
look forward fly guy,0
bag finally deliver intact thank assistance,0
guy day treated thank,0
know center terrific friendly helpful representative,0
thank good service safe flight way home,0
flight go great improved view airline cheer attendent deserve raise,0
hit new status fly time year try book y ' time,0
receive notification flight,0
deserve,0
type person customer day fly amp flight attendant,0
suck well,0
thank,0
thank reply fill form submit request good know pay attention,0
agent alavera amazing,0
win mark customer service turn poor experience positive thank effort 👍,0
flight experience r frustrating day ua chi wpg flight attendant amazing good,0
free booze party well ord--&gt;msy enjoy way thank,0
good man fault plane have maintenance issue,0
puppy cute look forward have board thank high ^ey 👏 👏,0
come huge customer base miss,0
thank catch conection,0
thank help appreciate,0
thank move dad mom flight help birthday start awesomeness paw,0
follow team thanks tweet ^kp thank,0
thank appreciate response,0
thank thank thank contact thank offer $ travel certificate unitedairline,0
send incredibly happy fast response get customer care thank,0
perfect work thank,0
mechanical issue look like get fix thank concern,0
thank,0
plane thank maybe let people check teem moron,0
look like come thank help,0
good transcontinental flight h. pleasure relief,0
thank,0
thank prompt response hour enjoy vacation bug app show,0
appreciate sentiment able miss connection,0
thank prompt assistance,0
thank timely update,0
baggage check flight crew friendliest flight ogg lax,0
thank offer sort,0
think good class get wonderful,0
course inflight crew great,0
play,0
pilot land plane like gently place pile whip cream smoothest landing,0
big thank ^mn ^kn patiently clarify domestic world,0
thank help ton acct deserve handshake hot chocolate flight problemsolver,0
wait,0
love tell issue refund way hurricane deny,0
thnx,0
aw thank kind word totally make extra sit airport soooo well,0
u imagine pilot particularly touch gesture let fo know keepingtraditionsalive,0
send thank,0
good fly,0
thank,0
thank dmed hn,0
enjoy heathrow lounge miss flight,0
hi flight try book new way flight departure show pm accurate,0
send link email formally compliment slc good customer service paxex,0
thnx,0
spite flight delay great customer service provide baggage employee wonderful employee,0
make cross country flight rad baby flier,0
firstclass way 👠 🇬 🇧 👠 🇬 🇧 👠 🇬 🇧,0
-huge kudo fo flt sjo iad handed daughter pair wing keeping tradition alive,0
awesome new plane flight,0
flt amazing came flight play ask captain ambassador airline,0
thank wonderful global class flight fra great service cont,0
thank beautiful place stay day long book let know ^mn,0
alright thank appreciate,0
thank yup set happen ground staff prompt helpful courteous,0
thank able contact,0
maybe return trip 👍,0
get gate thank check,0
especially like upgrade crew member class instead passenger keepitclassy customerservice,0
go number priority,0
guy awesome thank,0
thnx,0
gate deserve medal handle ppl miss flight like pro,0
great customer service thank,0
thank awesome,0
fave airline,0
soon thank tweet ^ey 👏 👏,0
thank good work,0
reflight booking problemss time time lt seconds kudos excellent customer service,0
send confirmation dm thank,0
great k,0
get lose kindle mail thank,0
leave soon thank,0
wonderful time flight ogg lost rx eyeglass thick admiral club morning find,0
get right safety demonstration corporate funny reserved corny,0
thank reply contact clarification issue,0
thank help wish phone rep accomidate,0
stick flight thanks effort appreciate,0
usually rant good know listen,0
thank transfer bag,0
happy board share detail ^kp,0
able moon flight get hotel thank,0
great appreciate 😊,0
take care thank send survey request amp share positive experience despite delay,0
thank ok,0
dm send thank strong customer service,0
ok thank send dm disregard,0
excite early flight home travel 🎉 🎉 🎉,0
perfect thank,0
good pilot thank guy great trip thatisall,0
thank,0
thank make sure hear message,0
home hrs,0
thank,0
admit app good lot useful func live seat map,0
kind cool run boss man,0
got bag deliver thank reply,0
global class lounge ord menu,0
pleasantly surprised quality service flight flew lga cle den friendly crew concept byod worksnicely,0
thank address,0
sorry end air flight thank get,0
great way start vacation time departure look forward global class suite,0
thank respond promptly look forward kms drive office file claim,0
great,0
welcome,0
flt sfo excellent service friendly flight attendant flight good start day,0
yes :d y instagram,0
great job flight lax thanks great flight,0
far good step,0
flight service,0
flight attendant regain karma give big sweaty dad cold water run amp carry daughter onboard,0
want shout thank pilot staff feb flight pm super helpful,0
flight cheap early time good flew cancel flightle flight time united&gt,0
message send thank,0
follow message thank help,0
thank,0
thank special,0
thank 😊,0
thank quick reply fill form idnumber hopetogetanswersoon,0
fine,0
thank flight get bump st,0
good thank,0
thank 😻 😻,0
special thank office helping literally amazing accomplish,0
win,0
flight rsw -me amp twin pilot row stay help boy amp bag,0
yes thx land,0
forgot flight check woo,0
okay thank help,0
thank,0
good way unite true love shopping fashion capital unitedvusa,0
okay thank help appreciate time,0
bright vibrant habitrail,0
worry board cushion bring,0
good flight thank,0
yes lounge fantastic one remotely similar,0
thank,0
officially favorite airline create magic day friendlyskie careyon,0
wonderful flight attendant name lga den den anchorage,0
protect flight gate agent excellent job get destination today thanks,0
staff deck cabin -&gt bos exceptional tell,0
landing anchorage way fairbank,0
thnx,0
admit good year you ' ve get hooked.(for,0
worry,0
great look forward response,0
thank get daughter home cancel flightle flight,0
thank upgrade st class min flight appreciate,0
thnx,0
honestly stop try report thing website laugh work accrue sure cosmetic,0
boarding safety mechanic fix problem fast good energy fly home family,0
report moment apparently plane haha pilot,0
hey awesome thanks reply fill form,0
-pilot fa ground personnel great job blame talk,0
try standby cancel flight father son trip till year thx try,0
thank charge switch cancel flightle flight pretty nice stillmakingmepoorthough,0
birthday plane amp hold train amp automobile worker,0
thank united flight,0
thank check,0
fantastic job people ua jam pack plane crew wonderful,0
ahead live premium cabins heaven en route,0
thank,0
thank helpful understand reduce price seat sell check priority certificate,0
thank margo houston bush intercontinental get home early,0
sweet follow dm,0
good flight little delay work 👍,0
short final l amazing morning avgeek,0
blow away stellar custserv thank lt,0
nice gate attendant airport gate right delay pleasant,0
thank explanation like odd incentive structure tho dramatically diminish value cert,0
amazing,0
thank weird club busy airport,0
flew ord great crew service leg thank,0
worry customer service get bad wrap speak w agent save huge amount time amp apologize,0
thank supervisor provide great customer service finally,0
staff take customer service new level father pass away night amp help home thanks,0
great thank,0
club dope 👌,0
sorry hear outsourcing plan boise good staff cust service country boise,0
cool thank,0
delay connection customer service able pay final respect dear family member thank,0
guy big heart good work,0
receive bag appreciate take care matter follow,0
note great example actually make good extremely inconvenient situation,0
mad call bag number person helpful tell bag,0
thing fella right pacific time zone,0
big pilot turn hr tarmac min delay arrival,0
sivi fantastic helping find lose item airport thank,0
get home amid snow amp deliver bag w/o hassle plus wait phone amp upgrade thank,0
cc boldflavor bring ft bold flavor fresh ingredient dining option,0
hometown airline care neighbor savethediagonal ordnoise,0
amp gold star,0
flight attendant super helpful finding bag leave flight excellent customer service fit,0
travel guest mileage plus member member mile great customer service,0
bring game premium cabin dining,0
think have rough moment bad passenger early flight thing get considerably well thank,0
awesome thx thx reply damn fast sure hell beat s cheeze hold music,0
thank get priority tag bag connect flight despite layover job,0
amazing fly amp alliance get jilt status moneyelsewhere,0
meet customer service arrival flight pvd iad thank guy handle storm,0
ooh thank,0
thank help totally appreciate super easy,0
thank,0
hook new connect flight gate super please,0
thank,0
thank help complete form home,0
deal frustrated passeneger hope great day thank amazing airline,0
thank wish lady tell morning ask,0
thank speedy response figure nature guy fine print haha,0
holy high speed internet batman iad insanely fast thank,0
thank timely service amp great staff get wife honeymoon,0
thank,0
thank 😊,0
sure wait min,0
take picture awesome,0
expire offer buy transfer mileageplus mile discount offer year,0
look like settle go thx,0
thank ^kp mention breakfast tandoori chicken dinner entree accompaniment truly class,0
good note employee encounter fabulous late flight connect flight get,0
good thing hold flight peep connect flight destination time,0
stay warm pass week,0
onboard far superior pricing performance user perceive bandwidth late flightncy recent experience,0
thankful great service fix seat daughter land,0
deserve raise bring delight terrible travel situation big up,0
pleasantly surprised find ana major upgrade transpacific route flight plane service,0
worry tweet sure tag line,0
thankful ground staff seat flight home late flight home,0
appreciate follow,0
thank new comfortable difficult weather proficient enjoyable,0
new crâpe amazing nice crew need,0
thank completely thing right,0
love good deal,0
thx right fl b group,0
thank save trip sweetheart go miss see altonbrownlive thank y ',0
mind move flight thank help,0
manage sort phone good luck deal snow,0
weather bc system outage go smoothly thank follow,0
fly,0
thank awesome flight get screw manage scramble plane,0
thank,0
round trip ticket arrive auction,0
tv stream mean spend flight watch throwback bestflightever,0
enjoy free cocktail,0
agree fly away favorite,0
airport snow removal method good work folk,0
thx quick response action bf good use voucher satisfied happycustomer,0
thank send dm let know oyu need additional information,0
strive communication advertising customer journey etc,0
customer centricity know people,0
ok thank hope,0
mom career day trip intuitlife leanin southwestairline,0
good airline hand amazing customer service bag free affordable flight happycamper,0
thank counter go help flight cancel flightle,0
thank take good care people,0
smooooth flight attendant,0
thank tip,0
thank team deal,0
bump preboard flight fat reason thank,0
leave seat pocket file lose item report receive exactly week late flightr record unbelievable,0
help upgrade buisness select nt hail right area know guy good,0
love new plane lighting wish window large,0
cool shoot moon fleet,0
look forward fly airline,0
love airline thanks service great snack amaze outstanding thank,0
great flight family smoothflight frequentflyer,0
👏 👏 👏 ad make happy fly day bethonor,0
fact u black history months year honorable economic base corp. like,0
awesome flight ny virgin america refuse bc child peanut allergy u guy thank 👍 😊,0
flight wifi + wifi call make good combination love texte foot air :d,0
great day air,0
thank,0
thank smooth safe fast flight luvswa,0
/i love customer service rock thank,0
denver international fantastic customer service help new flyer thx amazing staff,0
crew flight awesome tell send tweet maybe free wifi canthurtaske,0
thankyou ❤ ️,0
happy enter sweepstake nutsaboutsouthwest,0
thank great customer service 👍 👌,0
ready,0
favorite airline issue plus crew entertain,0
flight attendant funny sass give life 😂,0
follow thank,0
good thank,0
thank,0
oh worry see mean great card 😀,0
thank thank thank attempt win destinationdragons ticket success happy,0
flight lax wheels stop home thank professional cabin,0
eye step improve inflight,0
/-mdw san flt attendant awesome fast smile great weather cancel flight day b welcome,0
thank great customer service far accidents happen understand hopefully work,0
thank quick response wait,0
see worker time time go love fly guy thank,0
travel agent field host paper airplane contest entertain child awesome,0
big kudo staff field lift spirit delay,0
fun have delay crew gate c desk awesome patience luvswa,0
get strip fast special thx,0
tell,0
thank,0
bring miss terribly airlines horrible,0
degree difference yes,0
look like luck people,0
pair ticket wait sport practice live definitely know,0
love southwest guy good,0
crew great job keep inform delay givethemraise,0
easy local strip book,0
new return trip feltthelove,0
good airline 👌,0
netneutrality nice prioritize internet traffic streaming service web site,0
thank get paradise safely,0
ahead start scavenger hunt pm work,0
awesome staff check desk paper airplane race gift card ppl entertained delay,0
get apologize personally long wait try rebook flight class act appreciate,0
hero got husband security retrieve cellphone leave plane,0
hero got husband security retrieve cellphone leave plane,0
hero got husband security retrieve cellphone,0
thank guy well,0
stick fly free go son work wonderful company mom fly free,0
love passbook update day release finally thank,0
safety dos don'ts announcer flight midway mdw pittsburgh pit,0
great trip lax las bna thanks,0
get help nice lady phone thank,0
thank quick reply travel lot lol,0
thank motion shortly flight wonder quickly flight attendant notify,0
nice touch passbook integration,0
awesome thanks guy rock,0
thank add passbook ability group passbook ticket future,0
arrive late flight pilot get time impressive outstanding greatservice allgood,0
appreciate thank,0
glad know fly,0
thank great customer service try staff alert helpful ice,0
open seating like open marriage love stranger,0
love fly excellent service seriously,0
well price change minute talk lady honor cheap,0
thank number dmed appreciate help,0
send attentiveness matter,0
plane thank take,0
thank,0
send dm detail thank,0
thank confirmation maybe people flight directional dislexia,0
know awesome pair ticket girl dream,0
yes work great,0
love companion flight ~ thank,0
love,0
early frontrunner good airline oscar,0
thx follow send dm,0
consideration,0
crew brilliant hilarious know great flight,0
thank excited :d,0
thank help mom let plane good customerservice,0
kudo crew flight grr make special memory sweet young passenger,0
good beer oscar ar,0
luv companion pass,0
thank,0
pull runway make new friend seat mate thank response cb,0
ok good airline hate baggage room run check bag headphone,0
beautiful view fly,0
thank miracle worker awesome,0
yes,0
change flight thank reply,0
companion pass wife use time thank southwest make travel easy,0
constantly provide wonderful view service,0
lol card member lol enjoy fly guy,0
th anniversary april th sweetheart companions lifetime sons families love,0
yes companion pass,0
yes,0
miss terribly + th anniversary amazing mean air dontmakemebeg,0
heart cp status sure nice,0
great,0
want,0
deserve treatment + mom,0
sign,0
bright star combine red carpet,0
get time wife th anniversary,0
love qualified th,0
continue amazed amazing customer service thank swa,0
yes,0
sign,0
get,0
thank connection boarding pass gate boarding min flt end b group,0
weather keep slow fault st time flight late flight complain,0
thank,0
beautiful fleet perfect evening fly,0
leave minute late flight arrive minute suppose impressed gettingbetter 👍,0
thank minor delay big deal appreciate concern boarding amazing service,0
thank,0
tweet time week flight info storm timely tweet thx 😄,0
prop employee work c gate oppose fly future 👏 👏 👏,0
ohk thank b c inexpensive airfare travel,0
mad love,0
fav,0
get min ago go hrs w/o appreciate support $ voucher + $ essential,0
host party terminal peanutsonaplatter,0
watch crew flight help elderly lady plane firstclass,0
guy rule dm lt thank,0
good,0
stewardess funny gent use headphone perfect flight,0
think great people work,0
way fly airline delay flight flyswa denverairport,0
guy amazing send people meet imagine dragons destinationdragons 😋,0
line mile long sky harbor morning staff courteous expeditious thank onechildfourbag,0
realize wrong departure date thank make change easy,0
week fly get hour early thank,0
customer service consistently well,0
tfw appreciate tweet unexpected,0
wait long weather r scheduling phone super rep solve issue thank,0
y ' well,0
world well place visit elderly relative,0
finally passbook option swa app thank,0
dm'd thank,0
great flight msy thank great safety service beautiful sky,0
great example customer service morning msy head bobbi fantastic,0
offer atlanta unprecedented perk,0
thx customer service rep patient help reflight booking problem cancel flighted flight get tmrw,0
thank help awesome gate agent b las get home,0
way,0
thank get home despite snow,0
let,0
compassionate professional despite flight challenge passenger feel like priority 🌟 🌟,0
pilots&amp crew flt customer service professional baggage claim outstanding thank,0
thank help class act way air,0
kudo add app,0
male flight attendant flight amazing need raise 👍 good experience,0
thx grand view seatac phx grandcanyon arizona wow love photography,0
want thank great effort true pro major delay own raise,0
thank make good cancel flightle flight,0
send drink coupon think coupon free drink,0
love accept flight attendant talent flyswa,0
fly time southwest wait airline time meh,0
dm follow thank,0
thank send kid destinationdragon concert awesome,0
yes minute tweet able reschedule flight thank,0
gate attendant vegas go long day frustration welcome,0
cheer staff know keep smile,0
commercial thx singer musician life,0
replace beer bravo 👏 👏 cheers 🍻 🍻,0
hope apart team job opening,0
head employee pleasant tell application ask thank,0
wanna incredible send people idol kind amazing,0
thank leave plane fill lose find form find ship thank flysw,0
send way thank help,0
y ' fast winner,0
leave computer plane week late flightr find send greatservice happy customer,0
awesome library,0
thank send u info,0
dm send thank help,0
employee use,0
good case point happybirthday,0
incredible view smooth flight way tho turbulence pilot,0
thank u thank u thank u come sincerely think happen lt swa thankyou,0
flight bna rdu excellent crew,0
feel well take care auntie gold standard thank,0
great fa right,0
dm send thank,0
.what great night,0
finally thx,0
hello happy fly dal look forward comfortable fight,0
attendant airport awesome helpful morning,0
flt crew best weather delay pilot invite kid cockpit luv,0
amazing experience staff night blow away hospitality wife crutche,0
great trip vegas work pic,0
glad u guy business w/ class ur competitor,0
thank great service staff let change flight time free sky swa,0
great flight great view,0
favorite airline wait book flight trip,0
love boarding,0
great flight guy hoot 😂 thank,0
hey southwest wanna guy lot well jet blue,0
hey sourhw send fly southwest forever u guy good airline,0
great news,0
make dream come true scavenger hunt win chance imagine dragon,0
plane arrive pretty time degree ground complain,0
get compe multiple bag day,0
thank ride kmdw b,0
flt stop heart condition crew awesome pilot divert,0
thank appreciate kindness adjust reservation snowstorm prefer 👍,0
guy hold flight thank thank,0
time fly definitely win,0
rock open letter flight attendant lt child inspire thank,0
gate agent board flight dal represent brand,0
thank awesome flight connection delay staff crew purely amazing,0
great flight get time thank,0
thx smooth landing applaud u abt weather takemeback,0
frustrate idea great crew thanks happycustomer,0
early bird great employee awesome passenger kill buzz,0
ahah 😃 💕 🎵 whyi love ✈ ❗ ( ^^ ❤,0
lucky people like hope recognize excellent cust service,0
wish see want tonight bad crying,0
drop time visit,0
feel like good day fly thank ontime departure sna bestinclass ft takemehome,0
great trip outstanding flight attendant,0
flight nice helpful hoping fly thank,0
thank,0
thank u fll save peanut,0
happy finally southwestairline boarding pass passbook make life easy ✈ ️,0
vegas man,0
get take care thank lt,0
acknowledge class service,0
thank tonight 😁 cry /dying rn ripme,0
excite minute trip know,0
thank,0
rule,0
happily flight delay cockpit visit blow yr old mind thank cap'n,0
flight hour long good flight flight crew airline general,0
thank good military folk cold sure enjoy flight,0
thank send go to rock 😎,0
oh thank support padresst,0
yeah haha expensive 😂 😂 fun destinationdragon,0
beautiful day,0
good video see teamspirit,0
thank kind response acknowledgement apology long way southwestrock,0
guy rock easy quick affordable change flight bestairlineever neverchange,0
thank help customer service,0
thank amp twitter team great service amp speedy resolution swa,0
help want fly guessweflyingdelta,0
thank,0
team way,0
book ticket th th wait vacation,0
awesome fly,0
